course_name,intake,course_code,lower_bound,upper_bound,school_name,polytechnic,citizen_fee,pr_fee,foreigner_fee,scholarship
Diploma In Game Development & Technology,86,C70,0,0,School Of Design & Media,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Advanced & Digital Manufacturing,64,C62,0,0,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Common Engineering Programme,424,C42,6,26,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Engineering With Business,41,C41,8,14,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Nanotechnology & Materials Science,40,C50,7,14,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Robotics & Mechatronics,64,C87,8,23,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Biomedical Engineering,40,C71,9,13,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Aeronautical & Aerospace Technology,41,C51,5,16,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Aerospace Systems & Management,41,C52,8,19,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Electronic & Computer Engineering,83,C89,6,18,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Infocomm & Media Engineering,130,C75,11,22,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Ai & Data Engineering,40,C31,0,0,School Of Engineering,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Social Work,45,C47,4,9,School Of Health & Social Sciences,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >= 3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Oral Health Therapy,25,C72,8,11,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Nursing,800,C97,5,28,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Business Intelligence & Analytics,55,C43,6,11,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Common Ict Programme,142,C36,4,15,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Infocomm & Security,64,C80,9,16,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Business & Financial Technology,86,C35,10,15,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Cybersecurity & Digital Forensics,75,C54,3,9,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
Diploma In Information Technology,102,C85,6,14,School Of Information Technology,NYP,3087,6317,11541.6,"[{NYP Industry Scholarship:[Singapore Citizens or Singapore Permanent Residents, Cumulative grade point average (CGPA) of >=3.8 at the end of the second semester in Year 1,Not in receipt of any other scholarships/sponsorships]},{CSIT Diploma Scholarship:[Singapore Citizens, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam ('O' Level Pathway)]},{NYP Scholarship ('O' Level Pathway):[Singapore Citizens or Singapore Permanent Residents, Net score of <=10 points (ELR2B2) in the GCE ‘O’ Level Exam, Not in receipt of any other scholarships/sponsorships]},{NYP Scholarship (PFP Pathway):[Singapore Citizens or Singapore Permanent Residents, Net aggregate of <=7 points (ELMAB3) in the GCE N(A) Level Exam, Not in receipt of any other scholarships/sponsorships]}]"
